Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote,Unnamed: 8
HUBS,"HubSpot, Inc.",384.58,$17.65B,2014.0,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/hubs,
HBM,Hudbay Minerals Inc.,6.6,$1.72B,,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/hbm,
HPP,"Hudson Pacific Properties, Inc.",25.29,$3.85B,2010.0,Finance,Real Estate,https://old.nasdaq.com/symbol/hpp,
HUM,Humana Inc.,406.81,$53.84B,,Health Care,Medical Specialities,https://old.nasdaq.com/symbol/hum,
HII,"Huntington Ingalls Industries, Inc.",171.47,$6.94B,,Capital Goods,Marine Transportation,https://old.nasdaq.com/symbol/hii,
HUN,Huntsman Corporation,27.65,$6.1B,2005.0,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/hun,
HUYA,HUYA Inc.,21.96,$5.17B,2018.0,Technology,"Computer Software: Programming, Data Processing",https://old.nasdaq.com/symbol/huya,
H,Hyatt Hotels Corporation,70.94,$7.18B,2009.0,Consumer Services,Hotels/Resorts,https://old.nasdaq.com/symbol/h,
HYLN,Hyliion Holdings Corp.,16.43,$2.53B,2019.0,Capital Goods,Construction/Ag Equipment/Trucks,https://old.nasdaq.com/symbol/hyln,
HY,"Hyster-Yale Materials Handling, Inc.",78.19,$1.31B,,Capital Goods,Construction/Ag Equipment/Trucks,https://old.nasdaq.com/symbol/hy,
IAA,"IAA, Inc.",59.74,$8.03B,2019.0,Consumer Durables,Automotive Aftermarket,https://old.nasdaq.com/symbol/iaa,
IAG,Iamgold Corporation,3.28,$1.55B,,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/iag,
IBN,ICICI Bank Limited,14.97,$51.68B,,Finance,Commercial Banks,https://old.nasdaq.com/symbol/ibn,
ICL,ICL Group Ltd.,5.34,$6.84B,2014.0,Basic Industries,Agricultural Chemicals,https://old.nasdaq.com/symbol/icl,
IDA,"IDACORP, Inc.",90.35,$4.56B,,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/ida,
IEX,IDEX Corporation,194.04,$14.69B,1989.0,Capital Goods,Fluid Controls,https://old.nasdaq.com/symbol/iex,
IDT,IDT Corporation,13.84,$353.15M,,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/idt,
INFO,IHS Markit Ltd.,85.51,$36.06B,1996.0,Technology,"Computer Software: Programming, Data Processing",https://old.nasdaq.com/symbol/info,
IH,iHuman Inc.,18.38,$960.8M,2020.0,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/ih,
ITW,Illinois Tool Works Inc.,203.19,$64.31B,,Technology,Industrial Machinery/Components,https://old.nasdaq.com/symbol/itw,
IMAX,Imax Corporation,18.34,$1.08B,,Miscellaneous,Industrial Machinery/Components,https://old.nasdaq.com/symbol/imax,
ICD,"Independence Contract Drilling, Inc.",4.02,$24.83M,2014.0,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/icd,
IHC,Independence Holding Company,42.39,$620.5M,,Finance,Life Insurance,https://old.nasdaq.com/symbol/ihc,
IRT,"Independence Realty Trust, Inc.",13.57,$1.29B,2013.0,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/irt,
IFN,"India Fund, Inc. (The)",20.5,$551.54M,,,,https://old.nasdaq.com/symbol/ifn,
IBA,"Industrias Bachoco, S.A. de C.V.",41.83,$2.09B,1997.0,Consumer Non-Durables,Meat/Poultry/Fish,https://old.nasdaq.com/symbol/iba,
INFY,Infosys Limited,18.17,$77.09B,,Technology,EDP Services,https://old.nasdaq.com/symbol/infy,
ING,"ING Group, N.V.",9.46,$36.9B,1997.0,Finance,Commercial Banks,https://old.nasdaq.com/symbol/ing,
IR,Ingersoll Rand Inc.,45.91,$19.17B,2017.0,Technology,Industrial Machinery/Components,https://old.nasdaq.com/symbol/ir,
NGVT,Ingevity Corporation,73.42,$3.03B,2016.0,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/ngvt,
INGR,Ingredion Incorporated,77.97,$5.22B,,Consumer Non-Durables,Packaged Foods,https://old.nasdaq.com/symbol/ingr,
IIPR,"Innovative Industrial Properties, Inc.",189.3,$4.2B,2016.0,Finance,Real Estate,https://old.nasdaq.com/symbol/iipr,
INSI,Insight Select Income Fund,20.71,$221.8M,,,,https://old.nasdaq.com/symbol/insi,
NSP,"Insperity, Inc.",84.9,$3.26B,,Technology,Professional Services,https://old.nasdaq.com/symbol/nsp,
INSP,"Inspire Medical Systems, Inc.",209.77,$5.65B,1998.0,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/insp,
IBP,"Installed Building Products, Inc.",111.25,$3.32B,2014.0,Basic Industries,Homebuilding,https://old.nasdaq.com/symbol/ibp,
ITGR,Integer Holdings Corporation,79.7,$2.62B,,Miscellaneous,Industrial Machinery/Components,https://old.nasdaq.com/symbol/itgr,
ICE,Intercontinental Exchange Inc.,115.19,$64.65B,2005.0,Finance,Investment Bankers/Brokers/Service,https://old.nasdaq.com/symbol/ice,
IHG,Intercontinental Hotels Group,65.64,$11.99B,,Consumer Services,Hotels/Resorts,https://old.nasdaq.com/symbol/ihg,
IFS,Intercorp Financial Services Inc.,34.63,$4B,2019.0,Finance,Commercial Banks,https://old.nasdaq.com/symbol/ifs,
IBM,International Business Machines Corporation,128.39,$114.4B,,Technology,Computer Manufacturing,https://old.nasdaq.com/symbol/ibm,
IFF,"International Flavors & Fragrances, Inc.",117.72,$12.59B,,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/iff,
IFFT,"International Flavors & Fragrances, Inc.",42.98,,2018.0,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/ifft,
IGT,International Game Technology,17.95,$3.68B,2015.0,Consumer Services,Services-Misc. Amusement & Recreation,https://old.nasdaq.com/symbol/igt,
IP,International Paper Company,50.25,$19.75B,,Basic Industries,Paper,https://old.nasdaq.com/symbol/ip,
INSW,"International Seaways, Inc.",18.07,$505.69M,2016.0,Consumer Services,Marine Transportation,https://old.nasdaq.com/symbol/insw,
IPV,InterPrivate Acquisition Corp.,16.17,$502.17M,2020.0,Capital Goods,Auto Parts:O.E.M.,https://old.nasdaq.com/symbol/ipv,
IPG,"Interpublic Group of Companies, Inc. (The)",24.94,$9.73B,,Technology,Advertising,https://old.nasdaq.com/symbol/ipg,
IPI,"Intrepid Potash, Inc",25.64,$340.86M,2008.0,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),https://old.nasdaq.com/symbol/ipi,
IVC,Invacare Corporation,9.72,$334.54M,,Health Care,Industrial Specialties,https://old.nasdaq.com/symbol/ivc,
VBF,Invesco Bond Fund,20.31,$231.26M,,,,https://old.nasdaq.com/symbol/vbf,
VCV,Invesco California Value Municipal Income Trust,13.03,$623.69M,,,,https://old.nasdaq.com/symbol/vcv,
VTA,Invesco Credit Opportunities Fund,10.9,$686.48M,2007.0,,,https://old.nasdaq.com/symbol/vta,
IHIT,Invesco High Income 2023 Target Term Fund,8.69,$209.06M,2016.0,,,https://old.nasdaq.com/symbol/ihit,
IHTA,Invesco High Income 2024 Target Term Fund,8.85,$77.7M,2017.0,,,https://old.nasdaq.com/symbol/ihta,
VLT,Invesco High Income Trust II,13.47,$87.48M,1989.0,,,https://old.nasdaq.com/symbol/vlt,
IVR,INVESCO MORTGAGE CAPITAL INC,3.3,$598.54M,2009.0,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/ivr,
OIA,Invesco Municipal Income Opportunities Trust,7.9,$375.68M,,,,https://old.nasdaq.com/symbol/oia,
VMO,Invesco Municipal Opportunity Trust,12.81,$863.58M,,,,https://old.nasdaq.com/symbol/vmo,
VKQ,Invesco Municipal Trust,12.83,$709.76M,,,,https://old.nasdaq.com/symbol/vkq,
VPV,Invesco Pennsylvania Value Municipal Income Trust,12.63,$300.97M,,,,https://old.nasdaq.com/symbol/vpv,
IVZ,Invesco Plc,20.0,$9.19B,,Finance,Investment Managers,https://old.nasdaq.com/symbol/ivz,
IQI,Invesco Quality Municipal Income Trust,12.89,$681.67M,,,,https://old.nasdaq.com/symbol/iqi,
VVR,Invesco Senior Income Trust,4.08,$624.37M,1998.0,,,https://old.nasdaq.com/symbol/vvr,
VTN,Invesco Trust  for Investment Grade New York Municipal,12.97,$252.63M,,,,https://old.nasdaq.com/symbol/vtn,
VGM,Invesco Trust for Investment Grade Municipals,13.05,$707.64M,,,,https://old.nasdaq.com/symbol/vgm,
IIM,Invesco Value Municipal Income Trust,15.58,$733.14M,,,,https://old.nasdaq.com/symbol/iim,
NVTA,Invitae Corporation,52.59,$9.29B,2015.0,Health Care,Medical Specialities,https://old.nasdaq.com/symbol/nvta,
INVH,Invitation Homes Inc.,29.59,$16.59B,2017.0,Finance,Real Estate,https://old.nasdaq.com/symbol/invh,
IACA,ION Acquisition Corp 1 Ltd.,11.95,$386.51M,2020.0,Finance,Business Services,https://old.nasdaq.com/symbol/iaca,
IO,Ion Geophysical Corporation,3.2,$47.98M,,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/io,
IQV,"IQVIA Holdings, Inc.",187.79,$36B,2013.0,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://old.nasdaq.com/symbol/iqv,
IRM,Iron Mountain Incorporated,30.02,$8.65B,,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/irm,
IRS,IRSA Inversiones Y Representaciones S.A.,4.45,$257.51M,,Consumer Services,Homebuilding,https://old.nasdaq.com/symbol/irs,
ITCB,Ita? CorpBanca,5.2,$1.78B,,Finance,Commercial Banks,https://old.nasdaq.com/symbol/itcb,
ITUB,Itau Unibanco Banco Holding SA,5.96,$58.18B,,Finance,Major Banks,https://old.nasdaq.com/symbol/itub,
ITT,ITT Inc.,80.95,$6.99B,2011.0,Capital Goods,Fluid Controls,https://old.nasdaq.com/symbol/itt,
IVH,Ivy High Income Opportunities Fund,13.02,$215.74M,2013.0,,,https://old.nasdaq.com/symbol/ivh,
JPM,J P Morgan Chase & Co,138.64,$422.6B,,Finance,Major Banks,https://old.nasdaq.com/symbol/jpm,
JAX,"J. Alexander&#39;s Holdings, Inc.",7.5,$113.03M,2015.0,Consumer Services,Restaurants,https://old.nasdaq.com/symbol/jax,
JILL,"J. Jill, Inc.",3.75,$36.07M,2017.0,Consumer Non-Durables,Apparel,https://old.nasdaq.com/symbol/jill,
SJM,J.M. Smucker Company (The),114.09,$12.73B,,Consumer Non-Durables,Packaged Foods,https://old.nasdaq.com/symbol/sjm,
JBL,Jabil Inc.,44.6,$6.7B,1993.0,Technology,Electrical Products,https://old.nasdaq.com/symbol/jbl,
J,Jacobs Engineering Group Inc.,110.19,$14.32B,,Basic Industries,Military/Government/Technical,https://old.nasdaq.com/symbol/j,
JHX,James Hardie Industries plc.,28.37,$12.6B,,Capital Goods,Building Materials,https://old.nasdaq.com/symbol/jhx,
JHG,Janus Henderson Group plc,34.32,$6.23B,2017.0,Finance,Investment Managers,https://old.nasdaq.com/symbol/jhg,
JOF,Japan Smaller Capitalization Fund Inc,9.18,$260.11M,1990.0,,,https://old.nasdaq.com/symbol/jof,
JWS,Jaws Acquisition Corp.,15.0,$1.29B,2020.0,Finance,Business Services,https://old.nasdaq.com/symbol/jws,
JBGS,JBG SMITH Properties,31.93,$4.23B,2017.0,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/jbgs,
JEF,Jefferies Financial Group Inc.,26.16,$6.53B,,Finance,Investment Bankers/Brokers/Service,https://old.nasdaq.com/symbol/jef,
JELD,"JELD-WEN Holding, Inc.",27.54,$2.77B,2017.0,Basic Industries,Forest Products,https://old.nasdaq.com/symbol/jeld,
JT,Jianpu Technology Inc.,2.84,$60.02M,2017.0,Technology,"Computer Software: Programming, Data Processing",https://old.nasdaq.com/symbol/jt,
JKS,JinkoSolar Holding Company Limited,57.99,$2.63B,2010.0,Technology,Semiconductors,https://old.nasdaq.com/symbol/jks,
JMP,JMP Group LLC,4.0255,$79.17M,2007.0,Finance,Investment Bankers/Brokers/Service,https://old.nasdaq.com/symbol/jmp,
JBT,John Bean Technologies Corporation,126.24,$4.01B,,Technology,Industrial Machinery/Components,https://old.nasdaq.com/symbol/jbt,
BTO,John Hancock Financial Opportunities Fund,33.67,$631.36M,1994.0,,,https://old.nasdaq.com/symbol/bto,
HEQ,John Hancock Hedged Equity & Income Fund,11.48,$140.33M,2011.0,,,https://old.nasdaq.com/symbol/heq,
JHS,John Hancock Income Securities Trust,15.39,$179.24M,,,,https://old.nasdaq.com/symbol/jhs,
JHI,John Hancock Investors Trust,17.49,$152.29M,,,,https://old.nasdaq.com/symbol/jhi,
HPF,John Hancock Pfd Income Fund II,18.39,$393.05M,2002.0,,,https://old.nasdaq.com/symbol/hpf,
HPI,John Hancock Preferred Income Fund,18.58,$487.12M,2002.0,,,https://old.nasdaq.com/symbol/hpi,
HPS,John Hancock Preferred Income Fund III,16.65,$527.76M,2003.0,,,https://old.nasdaq.com/symbol/hps,
PDT,John Hancock Premium Dividend Fund,13.5,$657.31M,,,,https://old.nasdaq.com/symbol/pdt,
HTD,John Hancock Tax Advantaged Dividend Income Fund,21.04,$744.83M,2004.0,,,https://old.nasdaq.com/symbol/htd,
HTY,John Hancock Tax-Advantaged Global Shareholder Yield Fund,5.75,$62.75M,,,,https://old.nasdaq.com/symbol/hty,
JW-A,"John Wiley & Sons, Inc.",,,,,,https://old.nasdaq.com/symbol/jw.a,
JW-B,"John Wiley & Sons, Inc.",,,,,,https://old.nasdaq.com/symbol/jw.b,
JNJ,Johnson & Johnson,160.3,$422B,,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/jnj,
JCI,Johnson Controls International plc,51.81,$37.51B,,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/jci,
JLL,Jones Lang LaSalle Incorporated,148.3,$7.61B,,Finance,Real Estate,https://old.nasdaq.com/symbol/jll,
JMIA,Jumia Technologies AG,43.47,$3.88B,2019.0,Consumer Services,Catalog/Specialty Distribution,https://old.nasdaq.com/symbol/jmia,
JIH,"Juniper Industrial Holdings, Inc.",12.04,$519.23M,2019.0,Finance,Business Services,https://old.nasdaq.com/symbol/jih,
JNPR,"Juniper Networks, Inc.",24.44,$8.06B,1999.0,Technology,Computer Communications Equipment,https://old.nasdaq.com/symbol/jnpr,
JP,Jupai Holdings Limited,1.85,$62.37M,2015.0,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/jp,
JE,"Just Energy Group, Inc.",5.31,$255.15M,,Public Utilities,Oil/Gas Transmission,https://old.nasdaq.com/symbol/je,
KAI,Kadant Inc,152.64,$1.76B,,Technology,Industrial Machinery/Components,https://old.nasdaq.com/symbol/kai,
KAMN,Kaman Corporation,56.88,$1.57B,,Capital Goods,Military/Government/Technical,https://old.nasdaq.com/symbol/kamn,
KSU,Kansas City Southern,212.8,$19.92B,,Transportation,Railroads,https://old.nasdaq.com/symbol/ksu,
KAR,"KAR Auction Services, Inc",18.26,$2.36B,2009.0,Consumer Durables,Automotive Aftermarket,https://old.nasdaq.com/symbol/kar,
KYN,"Kayne Anderson Energy Infrastructure Fund, Inc.",7.14,$902.84M,2004.0,,,https://old.nasdaq.com/symbol/kyn,
KMF,"Kayne Anderson NextGen Energy & Infrastructure, In",6.53,$308.2M,2010.0,,,https://old.nasdaq.com/symbol/kmf,
KB,KB Financial Group Inc,40.95,$16.16B,,Finance,Commercial Banks,https://old.nasdaq.com/symbol/kb,
KBH,KB Home,35.76,$3.5B,1986.0,Capital Goods,Homebuilding,https://old.nasdaq.com/symbol/kbh,
KBR,"KBR, Inc.",31.53,$4.49B,2006.0,Basic Industries,Military/Government/Technical,https://old.nasdaq.com/symbol/kbr,
BEKE,KE Holdings Inc,62.38,$73.53B,2020.0,Finance,Real Estate,https://old.nasdaq.com/symbol/beke,
K,Kellogg Company,59.03,$20.29B,,Consumer Non-Durables,Packaged Foods,https://old.nasdaq.com/symbol/k,
KMPR,Kemper Corporation,77.22,$5.05B,,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/kmpr,
KMT,Kennametal Inc.,39.12,$3.26B,,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/kmt,
KW,Kennedy-Wilson Holdings Inc.,17.91,$2.54B,,Finance,Real Estate,https://old.nasdaq.com/symbol/kw,
KEN,Kenon Holdings Ltd.,29.12,$1.57B,2015.0,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/ken,
KEY,KeyCorp,18.41,$17.98B,,Finance,Major Banks,https://old.nasdaq.com/symbol/key,
KEYS,Keysight Technologies Inc.,146.29,$27.22B,2014.0,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/keys,
KRC,Kilroy Realty Corporation,60.46,$6.97B,1997.0,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/krc,
KRP,Kimbell Royalty Partners,8.62,$517.91M,2017.0,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/krp,
KMB,Kimberly-Clark Corporation,131.29,$44.66B,,Consumer Durables,Containers/Packaging,https://old.nasdaq.com/symbol/kmb,
KIM,Kimco Realty Corporation,16.47,$7.12B,,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/kim,
KMI,"Kinder Morgan, Inc.",15.49,$35.06B,2011.0,Public Utilities,Natural Gas Distribution,https://old.nasdaq.com/symbol/kmi,
KFS,"Kingsway Financial Services, Inc.",4.86,$110.38M,,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/kfs,
KGC,Kinross Gold Corporation,6.96,$8.76B,,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/kgc,
KEX,Kirby Corporation,56.1,$3.37B,,Consumer Services,Marine Transportation,https://old.nasdaq.com/symbol/kex,
KL,Kirkland Lake Gold Ltd.,39.32,$10.5B,,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/kl,
KRG,Kite Realty Group Trust,16.81,$1.42B,2004.0,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/krg,
KKR,KKR & Co. Inc.,40.72,$23.18B,,Finance,Investment Managers,https://old.nasdaq.com/symbol/kkr,
KIO,KKR Income Opportunities Fund,14.5,$294.93M,2013.0,,,https://old.nasdaq.com/symbol/kio,
KREF,KKR Real Estate Finance Trust Inc.,17.96,$998.92M,2017.0,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/kref,
KNX,"Knight Transportation, Inc.",43.99,$7.47B,2017.0,Transportation,Trucking Freight/Courier Services,https://old.nasdaq.com/symbol/knx,
KNL,"Knoll, Inc.",15.68,$794.69M,2004.0,Consumer Durables,Office Equipment/Supplies/Services,https://old.nasdaq.com/symbol/knl,
KNOP,KNOT Offshore Partners LP,17.62,$576.07M,2013.0,Consumer Services,Marine Transportation,https://old.nasdaq.com/symbol/knop,
KN,Knowles Corporation,18.45,$1.69B,2014.0,Consumer Non-Durables,Consumer Electronics/Appliances,https://old.nasdaq.com/symbol/kn,
KSS,Kohl&#39;s Corporation,43.6,$6.87B,1992.0,Consumer Services,Department/Specialty Retail Stores,https://old.nasdaq.com/symbol/kss,
PHG,Koninklijke Philips N.V.,54.22,$49.31B,,Health Care,Medical Electronics,https://old.nasdaq.com/symbol/phg,
KTB,"Kontoor Brands, Inc.",43.46,$2.49B,2019.0,Consumer Non-Durables,Apparel,https://old.nasdaq.com/symbol/ktb,
KOP,Koppers Holdings Inc.,35.75,$753.09M,2006.0,Basic Industries,Forest Products,https://old.nasdaq.com/symbol/kop,
KEP,Korea Electric Power Corporation,11.47,$14.73B,1994.0,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/kep,
KF,"Korea Fund, Inc. (The)",42.86,$215.64M,,,,https://old.nasdaq.com/symbol/kf,
KFY,Korn Ferry ,47.19,$2.55B,1999.0,Technology,Diversified Commercial Services,https://old.nasdaq.com/symbol/kfy,
KOS,Kosmos Energy Ltd.,2.73,$1.11B,2011.0,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/kos,
KRA,Kraton Corporation,31.77,$1.01B,2009.0,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/kra,
KR,Kroger Company (The),33.7,$25.66B,,Consumer Services,Food Chains,https://old.nasdaq.com/symbol/kr,
KRO,Kronos Worldwide Inc,15.02,$1.74B,,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/kro,
KT,KT Corporation,10.74,$5.2B,,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/kt,
LB,"L Brands, Inc.",45.2,$12.57B,,Consumer Services,Clothing/Shoe/Accessory Stores,https://old.nasdaq.com/symbol/lb,
SCX,L.S. Starrett Company (The),4.97,$35.22M,,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/scx,
LHX,"L3Harris Technologies, Inc.",188.58,$39.62B,,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/lhx,
LH,Laboratory Corporation of America Holdings,223.71,$21.79B,,Health Care,Medical Specialities,https://old.nasdaq.com/symbol/lh,
LADR,Ladder Capital Corp,10.22,$1.27B,2014.0,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/ladr,
LAIX,LAIX Inc.,1.53,$75.6M,2018.0,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/laix,
LW,"Lamb Weston Holdings, Inc.",78.5,$11.49B,2016.0,Consumer Non-Durables,Packaged Foods,https://old.nasdaq.com/symbol/lw,
LCI,Lannett Co Inc,6.7,$279.39M,,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/lci,
LPI,"Laredo Petroleum, Inc.",26.61,$319.42M,2011.0,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/lpi,
LVS,Las Vegas Sands Corp.,53.44,$40.82B,2004.0,Consumer Services,Hotels/Resorts,https://old.nasdaq.com/symbol/lvs,
LGI,Lazard Global Total Return and Income Fund,18.35,$238.73M,2004.0,,,https://old.nasdaq.com/symbol/lgi,
LAZ,Lazard Ltd.,45.61,$4.79B,2005.0,Finance,Investment Managers,https://old.nasdaq.com/symbol/laz,
LZB,La-Z-Boy Incorporated,43.71,$2.02B,,Consumer Durables,Home Furnishings,https://old.nasdaq.com/symbol/lzb,
LCII,LCI Industries ,141.72,$3.56B,,Capital Goods,Auto Parts:O.E.M.,https://old.nasdaq.com/symbol/lcii,
LEAF,Leaf Group Ltd.,4.91,$169.57M,,Technology,EDP Services,https://old.nasdaq.com/symbol/leaf,
LEA,Lear Corporation,159.79,$9.59B,,Capital Goods,Auto Parts:O.E.M.,https://old.nasdaq.com/symbol/lea,
LEE,"Lee Enterprises, Incorporated",1.4,$81.69M,,Consumer Services,Newspapers/Magazines,https://old.nasdaq.com/symbol/lee,
LEG,"Leggett & Platt, Incorporated",43.71,$5.79B,,Consumer Durables,Home Furnishings,https://old.nasdaq.com/symbol/leg,
JBK,Lehman ABS Corporation,29.735,,,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/jbk,
KTH,Lehman ABS Corporation,33.46,,,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/kth,
KTN,Lehman ABS Corporation,32.55,,,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/ktn,
LDOS,"Leidos Holdings, Inc.",107.16,$15.25B,,Technology,EDP Services,https://old.nasdaq.com/symbol/ldos,
LEJU,Leju Holdings Limited,2.4,$327.13M,2014.0,Finance,Real Estate,https://old.nasdaq.com/symbol/leju,
LMND,"Lemonade, Inc.",147.74,$8.36B,2020.0,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/lmnd,
LC,LendingClub Corporation,10.66,$833.96M,2014.0,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/lc,
LEN,Lennar Corporation,76.59,$23.95B,,Basic Industries,Homebuilding,https://old.nasdaq.com/symbol/len,
LEN-B,Lennar Corporation,,,,Basic Industries,Homebuilding,https://old.nasdaq.com/symbol/len.b,
LII,"Lennox International, Inc.",281.44,$10.78B,1999.0,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/lii,
LEVI,Levi Strauss & Co,21.34,$8.48B,2019.0,Consumer Non-Durables,Apparel,https://old.nasdaq.com/symbol/levi,
LXP,Lexington Realty Trust,10.23,$2.83B,,,,https://old.nasdaq.com/symbol/lxp,
LPL,"LG Display Co., Ltd.",9.5,$6.8B,2004.0,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/lpl,
DFNS,LGL Systems Acquisition Corp.,10.75,$231.8M,2020.0,Finance,Business Services,https://old.nasdaq.com/symbol/dfns,
USA,Liberty All-Star Equity Fund,7.14,$1.52B,1986.0,,,https://old.nasdaq.com/symbol/usa,
ASG,"Liberty All-Star Growth Fund, Inc.",8.94,$372.28M,,,,https://old.nasdaq.com/symbol/asg,
LBRT,Liberty Oilfield Services Inc.,12.64,$2.27B,2018.0,Energy,Oilfield Services/Equipment,https://old.nasdaq.com/symbol/lbrt,
LSI,"Life Storage, Inc.",122.91,$6.08B,,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/lsi,
LITB,"LightInTheBox Holding Co., Ltd.",2.45,$273.85M,2013.0,Consumer Services,Catalog/Specialty Distribution,https://old.nasdaq.com/symbol/litb,
LSPD,Lightspeed POS Inc.,70.29,$8.28B,,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/lspd,
LNC,Lincoln National Corporation,51.4,$9.93B,,Finance,Life Insurance,https://old.nasdaq.com/symbol/lnc,
LIN,Linde plc,258.09,$135.46B,2018.0,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/lin,
LNN,Lindsay Corporation,138.17,$1.5B,,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/lnn,
LINX,Linx S.A.,7.1,$1.25B,2019.0,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/linx,
LGF-A,Lions Gate Entertainment Corporation,,,,,,https://old.nasdaq.com/symbol/lgf.a,
LGF-B,Lions Gate Entertainment Corporation,,,2016.0,,,https://old.nasdaq.com/symbol/lgf.b,
LAD,"Lithia Motors, Inc.",309.62,$8.21B,,Consumer Durables,Automotive Aftermarket,https://old.nasdaq.com/symbol/lad,
LAC,Lithium Americas Corp.,20.53,$2.16B,,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/lac,
LYV,"Live Nation Entertainment, Inc.",71.57,$15.27B,,Consumer Services,Services-Misc. Amusement & Recreation,https://old.nasdaq.com/symbol/lyv,
LTHM,Livent Corporation,22.48,$3.29B,2018.0,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/lthm,
RAMP,"LiveRamp Holdings, Inc.",85.96,$5.7B,2018.0,Technology,EDP Services,https://old.nasdaq.com/symbol/ramp,
LYG,Lloyds Banking Group Plc,1.92,$34B,,Finance,Commercial Banks,https://old.nasdaq.com/symbol/lyg,
SCD,LMP Capital and Income Fund Inc.,11.85,$213.1M,2004.0,,,https://old.nasdaq.com/symbol/scd,
LMT,Lockheed Martin Corporation,347.27,$97.16B,,Capital Goods,Military/Government/Technical,https://old.nasdaq.com/symbol/lmt,
L,Loews Corporation,47.19,$12.97B,,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/l,
LOMA,Loma Negra Compania Industrial Argentina Sociedad Anonima,5.27,$628.21M,2017.0,Capital Goods,Building Materials,https://old.nasdaq.com/symbol/loma,
LGVW,Longview Acquisition Corp.,19.82,$1.03B,2020.0,Health Care,Medical Electronics,https://old.nasdaq.com/symbol/lgvw,
LPX,Louisiana-Pacific Corporation,37.96,$4.15B,,Basic Industries,Forest Products,https://old.nasdaq.com/symbol/lpx,
