Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote,Unnamed: 8
SYNH,"Syneos Health, Inc.",75.42,$7.84B,2014.0,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://old.nasdaq.com/symbol/synh,
SYBX,"Synlogic, Inc.",3.52,$122.61M,2015.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/sybx,
SNPS,"Synopsys, Inc.",258.92,$39.62B,1992.0,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/snps,
SYPR,"Sypris Solutions, Inc.",1.78,$37.94M,,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/sypr,
SYRS,"Syros Pharmaceuticals, Inc.",14.1,$792.38M,2016.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/syrs,
TROW,"T. Rowe Price Group, Inc.",156.42,$35.42B,1986.0,Finance,Investment Bankers/Brokers/Service,https://old.nasdaq.com/symbol/trow,
TTOO,"T2 Biosystems, Inc.",1.81,$267.8M,2014.0,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/ttoo,
TRHC,"Tabula Rasa HealthCare, Inc.",51.72,$1.23B,2016.0,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/trhc,
TCMD,"Tactile Systems Technology, Inc.",50.4,$979M,2016.0,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/tcmd,
TAIT,Taitron Components Incorporated,3.19,$18.52M,1995.0,Technology,Electronic Components,https://old.nasdaq.com/symbol/tait,
TLC,"Taiwan Liposome Company, Ltd.",4.4699,$188.08M,2018.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/tlc,
TTWO,"Take-Two Interactive Software, Inc.",196.28,$22.59B,1997.0,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/ttwo,
TLND,Talend S.A.,39.91,$1.27B,2016.0,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/tlnd,
TNDM,"Tandem Diabetes Care, Inc.",91.72,$5.7B,2013.0,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/tndm,
TANH,Tantech Holdings Ltd.,1.81,$52.29M,2015.0,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/tanh,
TAOP,Taoping Inc.,3.01,$23.04M,,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/taop,
TEDU,"Tarena International, Inc.",2.98,$161.5M,2014.0,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/tedu,
TH,Target Hospitality Corp.,1.57,$158.84M,2018.0,Consumer Services,Hotels/Resorts,https://old.nasdaq.com/symbol/th,
TARS,"Tarsus Pharmaceuticals, Inc.",43.17,$877.23M,2020.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/tars,
TATT,TAT Technologies Ltd.,6.18,$54.85M,,Capital Goods,Aerospace,https://old.nasdaq.com/symbol/tatt,
TTCF,"Tattooed Chef, Inc.",25.28,$648.44M,2018.0,Consumer Non-Durables,Packaged Foods,https://old.nasdaq.com/symbol/ttcf,
TAYD,"Taylor Devices, Inc.",10.21,$35.61M,,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/tayd,
TSHA,"Taysha Gene Therapies, Inc.",29.58,$1.12B,2020.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/tsha,
TCF,TCF Financial Corporation,43.75,$6.67B,,Finance,Major Banks,https://old.nasdaq.com/symbol/tcf,
TCFCP,TCF Financial Corporation,26.01,,,Finance,Major Banks,https://old.nasdaq.com/symbol/tcfcp,
CGBD,"TCG BDC, Inc.",11.25,$633.47M,2017.0,,,https://old.nasdaq.com/symbol/cgbd,
TCRR,TCR2 Therapeutics Inc.,32.8,$1.1B,2019.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/tcrr,
GLG,"TD Holdings, Inc.",1.92,$136.57M,2013.0,Finance,Major Banks,https://old.nasdaq.com/symbol/glg,
PETZ,"TDH Holdings, Inc.",2.0,$91.7M,2017.0,Consumer Non-Durables,Packaged Foods,https://old.nasdaq.com/symbol/petz,
TCCO,Technical Communications Corporation,5.48,$10.14M,,Technology,Radio And Television Broadcasting And Communications Equipment,https://old.nasdaq.com/symbol/tcco,
TTGT,"TechTarget, Inc.",68.54,$1.93B,2007.0,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/ttgt,
TGLS,Tecnoglass Inc.,6.99,$333.25M,2012.0,Consumer Durables,Electronic Components,https://old.nasdaq.com/symbol/tgls,
TECTP,"Tectonic Financial, Inc.",9.7475,,2019.0,Finance,Major Banks,https://old.nasdaq.com/symbol/tectp,
TEKK,Tekkorp Digital Acquisition Corp.,10.45,$336.36M,2020.0,Finance,Business Services,https://old.nasdaq.com/symbol/tekk,
TEKKU,Tekkorp Digital Acquisition Corp.,11.35,,2020.0,Finance,Business Services,https://old.nasdaq.com/symbol/tekku,
TEKKW,Tekkorp Digital Acquisition Corp.,1.9,,2020.0,Finance,Business Services,https://old.nasdaq.com/symbol/tekkw,
TELA,"TELA Bio, Inc.",14.31,$206.53M,2019.0,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/tela,
TNAV,"Telenav, Inc.",4.75,$228M,2010.0,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/tnav,
TLGT,"Teligent, Inc.",1.02,$22.19M,,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/tlgt,
TELL,Tellurian Inc.,2.13,$703.89M,,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/tell,
TLS,Telos Corporation,37.76,,2020.0,Technology,EDP Services,https://old.nasdaq.com/symbol/tls,
TENB,"Tenable Holdings, Inc.",53.77,$5.54B,2018.0,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/tenb,
TENX,"Tenax Therapeutics, Inc.",1.78,$22.46M,,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://old.nasdaq.com/symbol/tenx,
TER,"Teradyne, Inc.",137.3,$22.8B,,Capital Goods,Electrical Products,https://old.nasdaq.com/symbol/ter,
TBNK,Territorial Bancorp Inc.,26.505,$252.17M,2009.0,Finance,Savings Institutions,https://old.nasdaq.com/symbol/tbnk,
TSLA,"Tesla, Inc. ",826.16,$783.12B,2010.0,Capital Goods,Auto Manufacturing,https://old.nasdaq.com/symbol/tsla,
TESS,TESSCO Technologies Incorporated,7.38,$64.65M,1994.0,Technology,Electronic Components,https://old.nasdaq.com/symbol/tess,
TTEK,"Tetra Tech, Inc.",132.52,$7.13B,1991.0,Consumer Services,Military/Government/Technical,https://old.nasdaq.com/symbol/ttek,
TCBI,"Texas Capital Bancshares, Inc.",68.43,$3.45B,2003.0,Finance,Major Banks,https://old.nasdaq.com/symbol/tcbi,
TCBIL,"Texas Capital Bancshares, Inc.",25.41,,,Finance,Major Banks,https://old.nasdaq.com/symbol/tcbil,
TCBIP,"Texas Capital Bancshares, Inc.",25.515,,,Finance,Major Banks,https://old.nasdaq.com/symbol/tcbip,
TXN,Texas Instruments Incorporated,169.19,$155.31B,,Technology,Semiconductors,https://old.nasdaq.com/symbol/txn,
TXRH,"Texas Roadhouse, Inc.",80.62,$5.6B,2004.0,Consumer Services,Restaurants,https://old.nasdaq.com/symbol/txrh,
TFFP,"TFF Pharmaceuticals, Inc.",17.67,$392.74M,2019.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/tffp,
TFSL,TFS Financial Corporation,19.2,$5.38B,,Finance,Savings Institutions,https://old.nasdaq.com/symbol/tfsl,
TGTX,"TG Therapeutics, Inc.",49.62,$6.84B,,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/tgtx,
TVACU,Thayer Ventures Acquisition Corporation,10.42,,2020.0,Finance,Business Services,https://old.nasdaq.com/symbol/tvacu,
WTER,The Alkaline Water Company Inc.,1.12,$82.47M,,Consumer Non-Durables,Food Distributors,https://old.nasdaq.com/symbol/wter,
ANDE,"The Andersons, Inc.",24.61,$811.6M,,Consumer Services,Farming/Seeds/Milling,https://old.nasdaq.com/symbol/ande,
TBBK,"The Bancorp, Inc.",16.41,$945.07M,,Finance,Major Banks,https://old.nasdaq.com/symbol/tbbk,
BPRN,The Bank of Princeton,24.2,$164.15M,,,,https://old.nasdaq.com/symbol/bprn,
CG,The Carlyle Group Inc.,33.7,$11.91B,2012.0,Finance,Investment Managers,https://old.nasdaq.com/symbol/cg,
CAKE,The Cheesecake Factory Incorporated,41.22,$1.88B,1992.0,Consumer Services,Restaurants,https://old.nasdaq.com/symbol/cake,
CHEF,"The Chefs&#39; Warehouse, Inc.",26.39,$996.74M,2011.0,Consumer Non-Durables,Food Distributors,https://old.nasdaq.com/symbol/chef,
TCFC,The Community Financial Corporation,27.11,$160.32M,,Finance,Major Banks,https://old.nasdaq.com/symbol/tcfc,
DSGX,The Descartes Systems Group Inc.,58.6,$4.95B,,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/dsgx,
DXYN,"The Dixie Group, Inc.",3.22,$50.92M,,Consumer Durables,Home Furnishings,https://old.nasdaq.com/symbol/dxyn,
ENSG,"The Ensign Group, Inc.",84.7,$4.59B,2007.0,Health Care,Hospital/Nursing Management,https://old.nasdaq.com/symbol/ensg,
XONE,The ExOne Company,15.26,$292.8M,2013.0,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/xone,
FBMS,"The First Bancshares, Inc.",33.0,$706.4M,,Finance,Major Banks,https://old.nasdaq.com/symbol/fbms,
GT,The Goodyear Tire & Rubber Company,11.49,$2.68B,,Consumer Durables,Automotive Aftermarket,https://old.nasdaq.com/symbol/gt,
HCKT,"The Hackett Group, Inc.",14.43,$432.35M,,Consumer Services,Professional Services,https://old.nasdaq.com/symbol/hckt,
HAIN,"The Hain Celestial Group, Inc.",40.36,$4.06B,,Consumer Non-Durables,Packaged Foods,https://old.nasdaq.com/symbol/hain,
CUBA,"The Herzfeld Caribbean Basin Fund, Inc.",5.6,$34.35M,,,,https://old.nasdaq.com/symbol/cuba,
INTG,The Intergroup Corporation,31.98,$73.04M,,Consumer Services,Building operators,https://old.nasdaq.com/symbol/intg,
JYNT,The Joint Corp.,28.33,$397.79M,2014.0,Miscellaneous,Multi-Sector Companies,https://old.nasdaq.com/symbol/jynt,
KHC,The Kraft Heinz Company,31.99,$39.11B,,Consumer Non-Durables,Packaged Foods,https://old.nasdaq.com/symbol/khc,
OLD,The Long-Term Care ETF,30.13,,,,,https://old.nasdaq.com/symbol/old,
LOVE,The Lovesac Company,48.88,$717.71M,2018.0,Consumer Services,Other Specialty Stores,https://old.nasdaq.com/symbol/love,
MIK,"The Michaels Companies, Inc.",16.47,$2.43B,2014.0,Consumer Services,Recreational Products/Toys,https://old.nasdaq.com/symbol/mik,
MIDD,The Middleby Corporation,133.96,$7.45B,,Technology,Industrial Machinery/Components,https://old.nasdaq.com/symbol/midd,
ODP,The ODP Corporation,45.855,$2.42B,,Consumer Services,Other Specialty Stores,https://old.nasdaq.com/symbol/odp,
OLB,"The OLB Group, Inc.",5.36,$33.02M,,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/olb,
STKS,"The ONE Group Hospitality, Inc.",4.02,$116.85M,,Consumer Services,Restaurants,https://old.nasdaq.com/symbol/stks,
PECK,"The Peck Company Holdings, Inc.",16.15,$99.37M,2016.0,Technology,Semiconductors,https://old.nasdaq.com/symbol/peck,
PNTG,"The Pennant Group, Inc.",57.54,$1.62B,,Health Care,Medical/Nursing Services,https://old.nasdaq.com/symbol/pntg,
REAL,"The RealReal, Inc.",27.255,$2.41B,2019.0,Consumer Services,Other Specialty Stores,https://old.nasdaq.com/symbol/real,
RMR,The RMR Group Inc.,41.08,$1.29B,,Consumer Services,Professional Services,https://old.nasdaq.com/symbol/rmr,
SHYF,"The Shyft Group, Inc.",29.435,$1.05B,,Capital Goods,Auto Manufacturing,https://old.nasdaq.com/symbol/shyf,
SMPL,The Simply Good Foods Company,28.0,$2.68B,,Consumer Non-Durables,Packaged Foods,https://old.nasdaq.com/symbol/smpl,
TTD,"The Trade Desk, Inc.",785.36,$36.88B,2016.0,Technology,"Computer Software: Programming, Data Processing",https://old.nasdaq.com/symbol/ttd,
YORW,The York Water Company,46.12,$601.86M,,Public Utilities,Water Supply,https://old.nasdaq.com/symbol/yorw,
NCTY,The9 Limited,10.36,$92.82M,2004.0,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/ncty,
RACA,Therapeutics Acquisition Corp.,14.0,$244.07M,2020.0,Finance,Business Services,https://old.nasdaq.com/symbol/raca,
TXMD,"TherapeuticsMD, Inc.",1.38,$413.68M,,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/txmd,
THTX,Theratechnologies Inc.,2.54,$195.61M,,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/thtx,
TBPH,"Theravance Biopharma, Inc.",17.99,$1.15B,,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/tbph,
THMO,"ThermoGenesis Holdings, Inc.",2.32,$18.09M,,Capital Goods,Medical Specialities,https://old.nasdaq.com/symbol/thmo,
THRY,"Thryv Holdings, Inc.",18.69,$580.64M,,Consumer Services,Advertising,https://old.nasdaq.com/symbol/thry,
THBR,"Thunder Bridge Acquisition II, Ltd.",12.88,$555.45M,2019.0,Finance,Business Services,https://old.nasdaq.com/symbol/thbr,
THBRU,"Thunder Bridge Acquisition II, Ltd.",17.02,,2019.0,Finance,Business Services,https://old.nasdaq.com/symbol/thbru,
TLRY,"Tilray, Inc.",19.7,$3.12B,2018.0,Consumer Durables,Specialty Chemicals,https://old.nasdaq.com/symbol/tlry,
TSBK,"Timberland Bancorp, Inc.",27.53,$228.94M,,Finance,Banks,https://old.nasdaq.com/symbol/tsbk,
TIPT,Tiptree Inc.,4.98,$167.5M,,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/tipt,
TITN,Titan Machinery Inc.,22.28,$502.54M,2007.0,Consumer Services,Other Specialty Stores,https://old.nasdaq.com/symbol/titn,
TMDI,Titan Medical Inc.,1.83,$150.4M,,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/tmdi,
TTNP,"Titan Pharmaceuticals, Inc.",3.17,$21.08M,,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/ttnp,
TVTY,"Tivity Health, Inc.",20.65,$1B,,Health Care,Misc Health and Biotechnology Services,https://old.nasdaq.com/symbol/tvty,
TLSA,Tiziana Life Sciences plc,3.04,$295.81M,2018.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/tlsa,
TMUS,"T-Mobile US, Inc.",127.28,$157.98B,,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/tmus,
TOMZ,"TOMI Environmental Solutions, Inc.",4.34,$72.74M,,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/tomz,
TNXP,Tonix Pharmaceuticals Holding Corp.,0.91,$240.95M,,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/tnxp,
TOPS,TOP Ships Inc.,1.51,$60.15M,,Transportation,Marine Transportation,https://old.nasdaq.com/symbol/tops,
TRCH,"Torchlight Energy Resources, Inc.",1.37,$136.51M,,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/trch,
TRMD,TORM plc,7.76,$577.05M,,Transportation,Marine Transportation,https://old.nasdaq.com/symbol/trmd,
TBLT,"ToughBuilt Industries, Inc.",1.26,$50.76M,2018.0,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/tblt,
TBLTW,"ToughBuilt Industries, Inc.",0.4198,,2018.0,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/tbltw,
TSEM,Tower Semiconductor Ltd.,28.45,$3.07B,1994.0,Technology,Semiconductors,https://old.nasdaq.com/symbol/tsem,
TOWN,Towne Bank,25.42,$1.85B,,,,https://old.nasdaq.com/symbol/town,
TPIC,"TPI Composites, Inc.",62.14,$2.22B,2016.0,Energy,Industrial Machinery/Components,https://old.nasdaq.com/symbol/tpic,
TCON,"TRACON Pharmaceuticals, Inc.",10.17,$147.76M,2015.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/tcon,
TSCO,Tractor Supply Company,157.48,$18.35B,1994.0,Consumer Services,RETAIL: Building Materials,https://old.nasdaq.com/symbol/tsco,
TW,Tradeweb Markets Inc.,64.62,$14.71B,2019.0,Finance,Investment Bankers/Brokers/Service,https://old.nasdaq.com/symbol/tw,
TACT,TransAct Technologies Incorporated,9.6,$85.72M,1996.0,Technology,Computer peripheral equipment,https://old.nasdaq.com/symbol/tact,
TRNS,"Transcat, Inc.",35.4,$263.19M,,Capital Goods,Electrical Products,https://old.nasdaq.com/symbol/trns,
TGA,TransGlobe Energy Corporation,1.17,$84.87M,,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/tga,
TBIO,"Translate Bio, Inc.",23.33,$1.73B,2018.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/tbio,
TMDX,"TransMedics Group, Inc.",19.44,$528.01M,2019.0,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://old.nasdaq.com/symbol/tmdx,
TA,TravelCenters of America Inc. ,32.45,$467.2M,,Consumer Durables,Automotive Aftermarket,https://old.nasdaq.com/symbol/ta,
TANNI,TravelCenters of America Inc. ,26.15,,,Consumer Durables,Automotive Aftermarket,https://old.nasdaq.com/symbol/tanni,
TANNL,TravelCenters of America Inc. ,25.58,,,Consumer Durables,Automotive Aftermarket,https://old.nasdaq.com/symbol/tannl,
TANNZ,TravelCenters of America Inc. ,25.4116,,,Consumer Durables,Automotive Aftermarket,https://old.nasdaq.com/symbol/tannz,
TZOO,Travelzoo,10.28,$116.27M,,Consumer Services,Advertising,https://old.nasdaq.com/symbol/tzoo,
TVTX,"Travere Therapeutics, Inc.",27.72,$1.42B,,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/tvtx,
TIG,"Trean Insurance Group, Inc.",14.35,$733.99M,2020.0,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/tig,
TRMT,Tremont Mortgage Trust,4.1,$34.04M,2017.0,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/trmt,
TRVN,"Trevena, Inc.",2.12,$332.9M,2014.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/trvn,
TRVI,"Trevi Therapeutics, Inc.",3.01,$55.33M,2019.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/trvi,
TPCO,Tribune Publishing Company,15.03,$549.09M,,Consumer Services,Newspapers/Magazines,https://old.nasdaq.com/symbol/tpco,
TCDA,"Tricida, Inc.",7.03,$352.8M,2018.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/tcda,
TCBK,TriCo Bancshares,40.79,$1.21B,,Finance,Major Banks,https://old.nasdaq.com/symbol/tcbk,
TDAC,Trident Acquisitions Corp.,12.07,$144.45M,2018.0,Finance,Business Services,https://old.nasdaq.com/symbol/tdac,
TDACU,Trident Acquisitions Corp.,16.24,,2018.0,Finance,Business Services,https://old.nasdaq.com/symbol/tdacu,
TRIL,Trillium Therapeutics Inc.,14.56,$1.29B,,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/tril,
TRS,TriMas Corporation,33.86,$1.46B,2007.0,Capital Goods,Industrial Specialties,https://old.nasdaq.com/symbol/trs,
TRMB,Trimble Inc.,69.46,$17.38B,1990.0,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/trmb,
TRIB,Trinity Biotech plc,4.02,$84.02M,1992.0,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,https://old.nasdaq.com/symbol/trib,
TCOM,Trip.com Group Limited,33.13,$19.65B,,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/tcom,
TRIP,"TripAdvisor, Inc.",33.43,$4.5B,,Technology,"Computer Software: Programming, Data Processing",https://old.nasdaq.com/symbol/trip,
TSC,"TriState Capital Holdings, Inc.",19.82,$646.13M,2013.0,Finance,Major Banks,https://old.nasdaq.com/symbol/tsc,
TSCAP,"TriState Capital Holdings, Inc.",26.04,$763.64M,,Finance,Major Banks,https://old.nasdaq.com/symbol/tscap,
TSCBP,"TriState Capital Holdings, Inc.",25.77,,,Finance,Major Banks,https://old.nasdaq.com/symbol/tscbp,
TRIT,"Triterras, Inc.",8.08,$672.22M,,Technology,EDP Services,https://old.nasdaq.com/symbol/trit,
TBK,"Triumph Bancorp, Inc.",58.87,$1.46B,2014.0,Finance,Major Banks,https://old.nasdaq.com/symbol/tbk,
TBKCP,"Triumph Bancorp, Inc.",27.01,,,Finance,Major Banks,https://old.nasdaq.com/symbol/tbkcp,
TRVG,trivago N.V.,2.16,$763.93M,2016.0,Technology,EDP Services,https://old.nasdaq.com/symbol/trvg,
TRUE,"TrueCar, Inc.",4.59,$477.79M,2014.0,Technology,"Computer Software: Programming, Data Processing",https://old.nasdaq.com/symbol/true,
TRUP,"Trupanion, Inc.",117.45,$4.61B,,Health Care,Medical Specialities,https://old.nasdaq.com/symbol/trup,
TRST,TrustCo Bank Corp NY,7.215,$695.76M,,Finance,Major Banks,https://old.nasdaq.com/symbol/trst,
TRMK,Trustmark Corporation,30.55,$1.94B,,Finance,Major Banks,https://old.nasdaq.com/symbol/trmk,
MEDS,"Trxade Group, Inc.",5.87,$47.35M,,Health Care,Other Pharmaceuticals,https://old.nasdaq.com/symbol/meds,
TSIA,TS Innovation Acquisitions Corp.,10.38,$400.93M,2020.0,Finance,Business Services,https://old.nasdaq.com/symbol/tsia,
TSIAU,TS Innovation Acquisitions Corp.,10.92,,2020.0,Finance,Business Services,https://old.nasdaq.com/symbol/tsiau,
TSIAW,TS Innovation Acquisitions Corp.,2.05,,2020.0,Finance,Business Services,https://old.nasdaq.com/symbol/tsiaw,
TSRI,"TSR, Inc.",6.4,$12.56M,,Technology,EDP Services,https://old.nasdaq.com/symbol/tsri,
TTEC,"TTEC Holdings, Inc.",73.78,$3.45B,1996.0,Technology,Professional Services,https://old.nasdaq.com/symbol/ttec,
TTMI,"TTM Technologies, Inc.",14.1,$1.51B,2000.0,Technology,Electrical Products,https://old.nasdaq.com/symbol/ttmi,
TC,TuanChe Limited,3.65,$73.42M,2018.0,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/tc,
TCX,Tucows Inc.,73.25,$776.91M,,Technology,EDP Services,https://old.nasdaq.com/symbol/tcx,
TOUR,Tuniu Corporation,2.07,$255.37M,2014.0,Consumer Services,Transportation Services,https://old.nasdaq.com/symbol/tour,
TMPM,Turmeric Acquisition Corp.,10.3,$130.13M,2020.0,Finance,Business Services,https://old.nasdaq.com/symbol/tmpm,
TMPMU,Turmeric Acquisition Corp.,10.8,,2020.0,Finance,Business Services,https://old.nasdaq.com/symbol/tmpmu,
TPTX,"Turning Point Therapeutics, Inc.",131.6,$6.34B,2019.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/tptx,
HEAR,Turtle Beach Corporation,21.66,$328.96M,,Capital Goods,Telecommunications Equipment,https://old.nasdaq.com/symbol/hear,
